method,model_seed,condition,condition_group,episode,eval_seed,image_noise_sigma,range_noise_sigma,latency_ms,success,collision,timeout,reward,steps,init_distance,final_distance,best_distance,min_obstacle_distance,avg_speed,path_length,path_efficiency,successful_path_stretch,city_seed,city_split
SAC,5,latency_30ms,latency_curve,10,625010,0.0,0.0,30.0,1,0,0,221.68732371736695,783,924.5685424804688,9.911354064941406,9.911354064941406,17.343366622924805,14.897793108171582,1166.6626114126689,0.7924900767677321,1.2618454531047538,,
SAC,5,latency_30ms,latency_curve,11,625011,0.0,0.0,30.0,1,0,0,222.4689167346685,781,917.6607666015625,9.974431037902832,9.974431037902832,38.20222473144531,15.103757236586947,1179.8870008510698,0.7777530949486182,1.2857550892369827,,
SAC,5,latency_30ms,latency_curve,12,625012,0.0,0.0,30.0,1,0,0,221.6467414393228,742,902.1724853515625,9.898781776428223,9.898781776428223,39.651885986328125,15.222204108042217,1129.2500277359684,0.7989129627566418,1.251700806743089,,
SAC,5,latency_30ms,latency_curve,13,625013,0.0,0.0,30.0,1,0,0,221.55894531295576,818,978.2221069335938,9.853353500366211,9.853353500366211,13.535713195800781,15.00931848232204,1227.651572287974,0.7968238945114381,1.2549824457926635,,
SAC,5,latency_30ms,latency_curve,14,625014,0.0,0.0,30.0,1,0,0,225.16876513789285,824,944.9492797851562,9.951942443847656,9.951942443847656,36.96003723144531,14.764536436611008,1216.3196494255967,0.7768922258482017,1.2871798258866753,,
SAC,5,latency_30ms,latency_curve,15,625015,0.0,0.0,30.0,1,0,0,223.9018387641348,928,993.0421142578125,9.999255180358887,9.999255180358887,26.96687889099121,14.208120862343188,1318.3538699472153,0.7532439786425266,1.327591097113275,,
SAC,5,latency_30ms,latency_curve,16,625016,0.0,0.0,30.0,1,0,0,216.3849728073713,866,965.6187744140625,9.965624809265137,9.965624809265137,3.9159398078918457,13.973289089582808,1210.0552927897174,0.7979955793490067,1.253139774052114,,
SAC,5,latency_30ms,latency_curve,17,625017,0.0,0.0,30.0,1,0,0,221.9619936372094,944,927.0332641601562,9.902020454406738,9.902020454406738,9.613114356994629,12.985589387747696,1225.6531174336126,0.7563585903499886,1.322124205051035,,
SAC,5,latency_30ms,latency_curve,18,625018,0.0,0.0,30.0,1,0,0,223.40357700004265,789,929.4476928710938,9.9953031539917,9.9953031539917,34.183685302734375,15.146004535097283,1195.0439327869049,0.7777519029811508,1.285757059760271,,
SAC,5,latency_30ms,latency_curve,19,625019,0.0,0.0,30.0,1,0,0,222.35605850365312,842,990.0968017578125,9.897354125976562,9.897354125976562,36.35127258300781,15.139089005859901,1274.457438172502,0.7768771024456916,1.287204883310235,,
SAC,5,latency_50ms,latency_curve,0,625000,0.0,0.0,50.0,1,0,0,223.45370900913076,835,978.55126953125,9.943384170532227,9.943384170532227,10.774832725524902,14.602208990750912,1219.1666113560564,0.8026394919418156,1.245889356354386,,
SAC,5,latency_50ms,latency_curve,1,625001,0.0,0.0,50.0,1,0,0,194.96904894941693,883,872.7487182617188,9.954791069030762,9.954791069030762,3.66558837890625,13.273061185366435,1171.8804673518819,0.7447420983420637,1.3427467068481673,,
SAC,5,latency_50ms,latency_curve,2,625002,0.0,0.0,50.0,1,0,0,224.08976866949948,847,967.0244140625,9.984098434448242,9.984098434448242,26.37704086303711,14.586813769275773,1235.18163227653,0.7829005781766712,1.2773013941680058,,
SAC,5,latency_50ms,latency_curve,3,625003,0.0,0.0,50.0,1,0,0,222.363462853209,1300,965.429931640625,9.97585391998291,9.97585391998291,18.30485725402832,12.27618950669582,1595.144574940462,0.6052303639478316,1.6522634348302392,,
SAC,5,latency_50ms,latency_curve,4,625004,0.0,0.0,50.0,1,0,0,222.1302493487783,767,904.9091186523438,9.854812622070312,9.854812622070312,28.100839614868164,15.04044469005903,1153.4907713259488,0.7844961929016059,1.2747034454065518,,
SAC,5,latency_50ms,latency_curve,5,625005,0.0,0.0,50.0,1,0,0,222.9322372592158,768,903.5234985351562,9.999053001403809,9.999053001403809,42.1524658203125,14.970733113742122,1149.7438202536348,0.7858476667748803,1.2725112541263897,,
SAC,5,latency_50ms,latency_curve,6,625006,0.0,0.0,50.0,1,0,0,224.17795941780892,819,918.3694458007812,9.995355606079102,9.995355606079102,11.232090950012207,14.580540952956138,1194.1358509486788,0.7690661368814817,1.3002782882301145,,
SAC,5,latency_50ms,latency_curve,7,625007,0.0,0.0,50.0,1,0,0,117.00059620816872,820,944.392333984375,9.959784507751465,9.959784507751465,0.46898651123046875,14.509380708816575,1189.8224001114063,0.7937254617966084,1.2598814680034156,,
SAC,5,latency_50ms,latency_curve,8,625008,0.0,0.0,50.0,1,0,0,223.68692606099427,768,889.9378051757812,9.970694541931152,9.970694541931152,24.978269577026367,14.624065408793589,1123.200727314954,0.7923230314346439,1.2621114877720006,,
SAC,5,latency_50ms,latency_curve,9,625009,0.0,0.0,50.0,1,0,0,223.94701561495106,831,948.4121704101562,9.92822265625,9.92822265625,35.74095153808594,14.504793419662938,1205.5785287436138,0.7866863483364606,1.2711546375688556,,
SAC,5,latency_50ms,latency_curve,10,625010,0.0,0.0,50.0,1,0,0,221.6873184964105,783,924.5685424804688,9.911401748657227,9.911401748657227,17.343366622924805,14.897792366424891,1166.6625715117725,0.7924901038715967,1.2618454099485197,,
SAC,5,latency_50ms,latency_curve,11,625011,0.0,0.0,50.0,1,0,0,222.4689183432701,781,917.6607666015625,9.974859237670898,9.974859237670898,38.20222473144531,15.103744551253227,1179.8859741468696,0.7777537717278892,1.2857539704093748,,
SAC,5,latency_50ms,latency_curve,12,625012,0.0,0.0,50.0,1,0,0,221.64658096223957,742,902.1724853515625,9.900371551513672,9.900371551513672,39.65193176269531,15.222179352996163,1129.2481251799495,0.7989143087643367,1.2516986978824778,,
SAC,5,latency_50ms,latency_curve,13,625013,0.0,0.0,50.0,1,0,0,221.55888067422433,818,978.2221069335938,9.853843688964844,9.853843688964844,13.534886360168457,15.009314536465409,1227.6512868678521,0.7968240797672803,1.254982154018311,,
SAC,5,latency_50ms,latency_curve,14,625014,0.0,0.0,50.0,1,0,0,225.1687857857466,824,944.9492797851562,9.951518058776855,9.951518058776855,36.96003723144531,14.764537846289793,1216.3197392602892,0.7768921684686559,1.2871799209549446,,
SAC,5,latency_50ms,latency_curve,15,625015,0.0,0.0,50.0,1,0,0,223.90310011863812,928,993.0421142578125,9.984908103942871,9.984908103942871,26.96687889099121,14.208002228032926,1318.4149304891102,0.7532090932021,1.3276525854842294,,
SAC,5,latency_50ms,latency_curve,16,625016,0.0,0.0,50.0,1,0,0,216.3849024999215,866,965.6187744140625,9.965900421142578,9.965900421142578,3.9159140586853027,13.97328684855829,1210.0551157982372,0.797995696069656,1.2531395907587843,,
SAC,5,latency_50ms,latency_curve,17,625017,0.0,0.0,50.0,1,0,0,221.95472171518344,944,927.0332641601562,9.96866226196289,9.96866226196289,9.613094329833984,12.985892489931341,1225.570608025229,0.7564095108758294,1.3220352013317795,,
SAC,5,latency_50ms,latency_curve,18,625018,0.0,0.0,50.0,1,0,0,223.40356103304345,789,929.4476928710938,9.995442390441895,9.995442390441895,34.18367004394531,15.146007664454451,1195.0441838624533,0.7777517395775811,1.2857573298944058,,
SAC,5,latency_50ms,latency_curve,19,625019,0.0,0.0,50.0,1,0,0,222.35606150197643,842,990.0968017578125,9.897419929504395,9.897419929504395,36.35127258300781,15.139089385857208,1274.457490115462,0.776877070782575,1.2872049357727415,,
SAC,5,mild_noise_latency_30ms,combined,0,625000,0.01,0.01,30.0,1,0,0,221.32603456993178,852,978.55126953125,9.947193145751953,9.947193145751953,7.9015583992004395,14.374712502662565,1224.5577720428423,0.799105842020669,1.2513986851495635,,
SAC,5,mild_noise_latency_30ms,combined,1,625001,0.01,0.01,30.0,1,0,0,221.55926701791196,855,872.7487182617188,9.972867965698242,9.972867965698242,6.753748893737793,13.394978187655845,1144.9014919108574,0.7622915372440369,1.3118340571054563,,
SAC,5,mild_noise_latency_30ms,combined,2,625002,0.01,0.01,30.0,1,0,0,224.19934197543517,846,967.0244140625,9.974909782409668,9.974909782409668,26.24540138244629,14.565102353515918,1232.0562063347143,0.7848866058954678,1.274069391028927,,
SAC,5,mild_noise_latency_30ms,combined,3,625003,0.01,0.01,30.0,1,0,0,222.25709589224928,1166,965.429931640625,9.906126976013184,9.906126976013184,21.290782928466797,12.584013401950816,1467.1121449947354,0.6580478083657942,1.5196464258173201,,
SAC,5,mild_noise_latency_30ms,combined,4,625004,0.01,0.01,30.0,1,0,0,222.11541894272275,766,904.9091186523438,9.9380521774292,9.9380521774292,27.864612579345703,15.048808786794348,1153.1454250847728,0.7847311353516577,1.2743218090255521,,
SAC,5,mild_noise_latency_30ms,combined,5,625005,0.01,0.01,30.0,1,0,0,222.88090060475344,766,903.5234985351562,9.969681739807129,9.969681739807129,42.64155578613281,14.999633390349445,1149.104598400451,0.7862848167110785,1.2718037773931115,,
SAC,5,mild_noise_latency_30ms,combined,6,625006,0.01,0.01,30.0,1,0,0,224.06739879787887,818,918.3694458007812,9.89709758758545,9.89709758758545,11.534233093261719,14.605873377806983,1194.7402753920978,0.7686770628866467,1.3009364377865733,,
SAC,5,mild_noise_latency_30ms,combined,7,625007,0.01,0.01,30.0,1,0,0,111.12558614432662,823,944.392333984375,9.976441383361816,9.976441383361816,0.17950439453125,14.430505472718583,1187.708469178758,0.7951381660495996,1.2576430646867243,,
SAC,5,mild_noise_latency_30ms,combined,8,625008,0.01,0.01,30.0,1,0,0,223.61018390947632,767,889.9378051757812,9.910921096801758,9.910921096801758,24.82281494140625,14.62936498452041,1122.5048489683452,0.7928142190153493,1.2613295473458699,,
SAC,5,mild_noise_latency_30ms,combined,9,625009,0.01,0.01,30.0,1,0,0,224.01959395209906,832,948.4121704101562,9.901846885681152,9.901846885681152,35.851593017578125,14.484158454033045,1204.9526700726822,0.7870949573089443,1.270494736008692,,
SAC,5,mild_noise_latency_30ms,combined,10,625010,0.01,0.01,30.0,1,0,0,221.6691117655228,782,924.5685424804688,9.892616271972656,9.892616271972656,16.964662551879883,14.916189350283055,1166.7243343452553,0.7924481518586993,1.2619122117383763,,
SAC,5,mild_noise_latency_30ms,combined,11,625011,0.01,0.01,30.0,1,0,0,222.45440699886151,779,917.6607666015625,9.960301399230957,9.960301399230957,38.29229736328125,15.115312979830398,1177.7119261460475,0.7791894997654663,1.2833848509265038,,
SAC,5,mild_noise_latency_30ms,combined,12,625012,0.01,0.01,30.0,1,0,0,220.8856895575414,735,902.1724853515625,9.955279350280762,9.955279350280762,39.91552734375,15.238755112845881,1120.1625184467657,0.8053942802893713,1.2416278889399468,,
SAC,5,mild_noise_latency_30ms,combined,13,625013,0.01,0.01,30.0,1,0,0,221.59070293859637,819,978.2221069335938,9.951151847839355,9.951151847839355,11.637462615966797,14.942791792353722,1224.047134245311,0.7991702930105863,1.251297763124878,,
SAC,5,mild_noise_latency_30ms,combined,14,625014,0.01,0.01,30.0,1,0,0,225.41091635310255,826,944.9492797851562,9.913543701171875,9.913543701171875,37.31636047363281,14.722476762302273,1215.9787277468608,0.7771100416666773,1.286819042841459,,
SAC,5,mild_noise_latency_30ms,combined,15,625015,0.01,0.01,30.0,0,0,1,-19.65326980063641,2200,993.0421142578125,29.72795295715332,11.217181205749512,27.09941291809082,8.771356097459794,1927.0354400355145,0.5153211475132554,nan,,
SAC,5,mild_noise_latency_30ms,combined,16,625016,0.01,0.01,30.0,1,0,0,218.68393391626927,862,965.6187744140625,9.999605178833008,9.999605178833008,4.207342147827148,14.032901153141275,1209.9213465465389,0.7980839227030867,1.253001058601744,,
SAC,5,mild_noise_latency_30ms,combined,17,625017,0.01,0.01,30.0,1,0,0,221.46208368563575,1306,927.0332641601562,9.994107246398926,9.994107246398926,9.657992362976074,10.52851143242024,1373.81316211801,0.67478845720982,1.481945918480728,,
SAC,5,mild_noise_latency_30ms,combined,18,625018,0.01,0.01,30.0,1,0,0,223.39119635763308,789,929.4476928710938,9.950139999389648,9.950139999389648,34.55815124511719,15.161825012647002,1196.0188132914031,0.7771179537830891,1.286805941275579,,
SAC,5,mild_noise_latency_30ms,combined,19,625019,0.01,0.01,30.0,1,0,0,222.36766684853671,842,990.0968017578125,9.92487907409668,9.92487907409668,36.530609130859375,15.130102320408312,1273.8613166341856,0.7772406531457131,1.2866027992137528,,
SAC,5,moderate_noise_latency_50ms,combined,0,625000,0.03,0.03,50.0,1,0,0,219.4860240594111,847,978.55126953125,9.905523300170898,9.905523300170898,7.658799648284912,14.328789112770572,1214.0218978810053,0.8060408722768891,1.240631876613426,,
SAC,5,moderate_noise_latency_50ms,combined,1,625001,0.03,0.03,50.0,1,0,0,218.39707925445737,814,872.7487182617188,9.948269844055176,9.948269844055176,4.615073204040527,13.909799475122142,1132.4380067981829,0.7706812320166638,1.2975533313342418,,
SAC,5,moderate_noise_latency_50ms,combined,2,625002,0.03,0.03,50.0,1,0,0,223.9438224392108,852,967.0244140625,9.973686218261719,9.973686218261719,27.889362335205078,14.472442516278774,1233.1347309133243,0.7842001281938357,1.2751846933552449,,
SAC,5,moderate_noise_latency_50ms,combined,3,625003,0.03,0.03,50.0,1,0,0,222.4409363297989,822,965.429931640625,9.994017601013184,9.994017601013184,27.072134017944336,14.818971341978894,1218.3522404354783,0.7924062513280636,1.2619789386113647,,
SAC,5,moderate_noise_latency_50ms,combined,4,625004,0.03,0.03,50.0,1,0,0,221.87779334728975,762,904.9091186523438,9.948125839233398,9.948125839233398,27.80103874206543,15.045332744678488,1146.525778893335,0.7892619034922985,1.2670065482385946,,
SAC,5,moderate_noise_latency_50ms,combined,5,625005,0.03,0.03,50.0,1,0,0,222.627297143159,761,903.5234985351562,9.988248825073242,9.988248825073242,44.04121398925781,15.034564391855499,1144.1471799826372,0.7896916710915352,1.2663170153710377,,
SAC,5,moderate_noise_latency_50ms,combined,6,625006,0.03,0.03,50.0,1,0,0,223.69101832155243,815,918.3694458007812,9.89476203918457,9.89476203918457,10.668307304382324,14.604238218105644,1190.3613042110348,0.7715047881277287,1.2961682356201296,,
SAC,5,moderate_noise_latency_50ms,combined,7,625007,0.03,0.03,50.0,0,1,0,-231.91858783684893,108,944.392333984375,818.0701293945312,818.0701293945312,0.0,13.319871488544676,144.22076476675335,6.548241063010103,nan,,
SAC,5,moderate_noise_latency_50ms,combined,8,625008,0.03,0.03,50.0,1,0,0,223.26868057262857,763,889.9378051757812,9.993782043457031,9.993782043457031,24.785097122192383,14.634491650492617,1116.8825670113565,0.7968051713414669,1.2550119351214089,,
SAC,5,moderate_noise_latency_50ms,combined,9,625009,0.03,0.03,50.0,1,0,0,223.8054151883598,824,948.4121704101562,9.890791893005371,9.890791893005371,36.86170959472656,14.543910174910883,1198.777407857127,0.791149519663946,1.2639835772443706,,
SAC,5,moderate_noise_latency_50ms,combined,10,625010,0.03,0.03,50.0,1,0,0,221.54610965191716,781,924.5685424804688,9.940468788146973,9.940468788146973,15.88810920715332,14.904507019455698,1163.9096595867177,0.7943645237971181,1.2588679001171024,,
SAC,5,moderate_noise_latency_50ms,combined,11,625011,0.03,0.03,50.0,1,0,0,222.0764787860221,771,917.6607666015625,9.913257598876953,9.913257598876953,38.98919677734375,15.118311502590254,1165.7788574733438,0.7871653879454108,1.2703810600846046,,
SAC,5,moderate_noise_latency_50ms,combined,12,625012,0.03,0.03,50.0,1,0,0,219.8042286278435,730,902.1724853515625,9.905499458312988,9.905499458312988,40.713592529296875,15.194302827691379,1109.5089418311586,0.8131277282566075,1.2298190865339906,,
SAC,5,moderate_noise_latency_50ms,combined,13,625013,0.03,0.03,50.0,1,0,0,221.64770894881997,819,978.2221069335938,9.866929054260254,9.866929054260254,14.135231971740723,14.876681771907178,1218.109654800281,0.8030657199691773,1.2452280991876745,,
SAC,5,moderate_noise_latency_50ms,combined,14,625014,0.03,0.03,50.0,1,0,0,225.11306066457698,818,944.9492797851562,9.988319396972656,9.988319396972656,37.62101745605469,14.779157389711342,1209.0287395350463,0.7815771857901025,1.2794641632087715,,
SAC,5,moderate_noise_latency_50ms,combined,15,625015,0.03,0.03,50.0,1,0,0,223.6354059024619,903,993.0421142578125,9.917872428894043,9.917872428894043,26.851533889770508,14.341227187798797,1294.8959939391248,0.7668894790823618,1.3039688602803257,,
SAC,5,moderate_noise_latency_50ms,combined,16,625016,0.03,0.03,50.0,1,0,0,219.0562347167438,865,965.6187744140625,9.922633171081543,9.922633171081543,5.218406677246094,13.935603080870788,1205.0844669527658,0.8012872133816249,1.2479919600610614,,
SAC,5,moderate_noise_latency_50ms,combined,17,625017,0.03,0.03,50.0,1,0,0,222.18861631718994,919,927.0332641601562,9.976303100585938,9.976303100585938,10.368877410888672,13.079546762368883,1201.632838420072,0.7714779710739563,1.296213291233609,,
SAC,5,moderate_noise_latency_50ms,combined,18,625018,0.03,0.03,50.0,1,0,0,223.3007002212598,788,929.4476928710938,9.871551513671875,9.871551513671875,35.442840576171875,15.143120412747873,1193.3534648687487,0.7788536424732461,1.2839382721823125,,
SAC,5,moderate_noise_latency_50ms,combined,19,625019,0.03,0.03,50.0,1,0,0,222.21423851274665,839,990.0968017578125,9.885326385498047,9.885326385498047,37.343353271484375,15.133129767496339,1270.0918052258942,0.7795474293149363,1.2827955842004337,,
HW_GA_SAC,1,clean,clean,0,1011000,0.0,0.0,0.0,1,0,0,241.34372859807053,1047,990.2075805664062,9.939009666442871,9.939009666442871,19.15484619140625,14.80350811513356,1549.0066134596182,0.6392532943128202,1.5643251413744728,1,city1_4_unseen
HW_GA_SAC,1,clean,clean,1,1011001,0.0,0.0,0.0,1,0,0,243.55429833292968,1093,928.1395874023438,9.915688514709473,9.915688514709473,6.658266067504883,14.243278427126205,1556.2489241330156,0.5963953279000075,1.6767401641477337,1,city1_4_unseen
HW_GA_SAC,1,clean,clean,2,1011002,0.0,0.0,0.0,1,0,0,236.953155005856,955,938.2777709960938,9.902376174926758,9.902376174926758,18.58349609375,15.137427780266208,1444.3753536147701,0.649607990504622,1.5393899314926682,1,city1_4_unseen
HW_GA_SAC,1,clean,clean,3,1011003,0.0,0.0,0.0,1,0,0,248.15690822161616,1130,988.7470092773438,9.84125804901123,9.84125804901123,20.277542114257812,15.463579899811112,1746.520153881976,0.5661240192846695,1.7663974075213378,1,city1_4_unseen
HW_GA_SAC,1,clean,clean,4,1011004,0.0,0.0,0.0,1,0,0,244.06840494125615,1038,961.43798828125,9.962084770202637,9.962084770202637,19.0382080078125,14.597908308280916,1514.7410587413078,0.6347210189708388,1.5754953280441835,1,city1_4_unseen
HW_GA_SAC,1,clean,clean,5,1011005,0.0,0.0,0.0,1,0,0,240.04751915585084,996,967.2930297851562,9.890576362609863,9.890576362609863,19.0408935546875,15.49976688587522,1542.9085741072633,0.6269282872738187,1.5950787678579221,1,city1_4_unseen
HW_GA_SAC,1,clean,clean,6,1011006,0.0,0.0,0.0,1,0,0,239.89663517773124,909,871.7806396484375,9.8563871383667,9.8563871383667,19.27166748046875,15.108133054376305,1372.1879116028092,0.6353216146833258,1.5740059473632848,1,city1_4_unseen
HW_GA_SAC,1,clean,clean,7,1011007,0.0,0.0,0.0,1,0,0,248.09542730963759,1010,879.87158203125,9.915586471557617,9.915586471557617,19.101226806640625,15.319581482434037,1546.5447545217132,0.5689273326612267,1.757693720430654,1,city1_4_unseen
HW_GA_SAC,1,clean,clean,8,1011008,0.0,0.0,0.0,1,0,0,242.0536178579071,945,885.4984741210938,9.921063423156738,9.921063423156738,18.997482299804688,15.436704436748746,1458.2642284960314,0.6072277278818978,1.6468286181333507,1,city1_4_unseen
HW_GA_SAC,1,clean,clean,9,1011009,0.0,0.0,0.0,1,0,0,247.9487165920122,1068,920.8257446289062,9.870274543762207,9.870274543762207,16.181093215942383,15.18818938068013,1620.7314873083524,0.5681544116590082,1.760084898540178,1,city1_4_unseen
HW_GA_SAC,1,latency_10ms,latency_curve,0,1011000,0.0,0.0,10.0,1,0,0,241.74004726484458,1052,990.2075805664062,9.990049362182617,9.990049362182617,19.141204833984375,14.722161088832884,1548.7005845188207,0.6393796131187375,1.5640160860341548,1,city1_4_unseen
HW_GA_SAC,1,latency_10ms,latency_curve,1,1011001,0.0,0.0,10.0,1,0,0,244.98327803834866,1085,928.1395874023438,9.896306991577148,9.896306991577148,11.930370330810547,14.299687123023968,1551.1904080701108,0.5983402054149329,1.6712899968113069,1,city1_4_unseen
HW_GA_SAC,1,latency_10ms,latency_curve,2,1011002,0.0,0.0,10.0,1,0,0,237.35124705922502,959,938.2777709960938,9.90528392791748,9.90528392791748,18.568191528320312,15.105024494766816,1449.0895929576827,0.6474946584089463,1.5444142851421294,1,city1_4_unseen
HW_GA_SAC,1,latency_10ms,latency_curve,3,1011003,0.0,0.0,10.0,1,0,0,248.44355555999775,1132,988.7470092773438,9.863228797912598,9.863228797912598,20.28131103515625,15.428434965572594,1747.0086602338754,0.5659657171619162,1.766891473594171,1,city1_4_unseen
HW_GA_SAC,1,latency_10ms,latency_curve,4,1011004,0.0,0.0,10.0,1,0,0,244.02672912925985,1039,961.43798828125,9.837143898010254,9.837143898010254,18.995849609375,14.604321667847437,1517.2951454053275,0.6336525831461836,1.5781518557611562,1,city1_4_unseen
HW_GA_SAC,1,latency_10ms,latency_curve,5,1011005,0.0,0.0,10.0,1,0,0,240.00369893826502,995,967.2930297851562,9.944607734680176,9.944607734680176,19.031265258789062,15.522500082236439,1544.947353978843,0.6261009653785281,1.5971864847635555,1,city1_4_unseen
HW_GA_SAC,1,latency_10ms,latency_curve,6,1011006,0.0,0.0,10.0,1,0,0,240.17475154002162,912,871.7806396484375,9.863166809082031,9.863166809082031,19.251358032226562,15.105482284992672,1377.6959805686668,0.6327815802210555,1.580324129616195,1,city1_4_unseen
HW_GA_SAC,1,latency_10ms,latency_curve,7,1011007,0.0,0.0,10.0,1,0,0,248.196983318928,1012,879.87158203125,9.978431701660156,9.978431701660156,19.085647583007812,15.262790255631383,1544.701800638392,0.5696061088733231,1.7555991489943692,1,city1_4_unseen
HW_GA_SAC,1,latency_10ms,latency_curve,8,1011008,0.0,0.0,10.0,1,0,0,242.4641023599105,949,885.4984741210938,9.871392250061035,9.871392250061035,18.981704711914062,15.377801363096347,1459.9117776127418,0.6065424553044343,1.648689207580832,1,city1_4_unseen
HW_GA_SAC,1,latency_10ms,latency_curve,9,1011009,0.0,0.0,10.0,1,0,0,247.997432877501,1067,920.8257446289062,9.997477531433105,9.997477531433105,17.518783569335938,15.18283721338172,1620.0781168482995,0.5683835458627643,1.7593753501116465,1,city1_4_unseen
HW_GA_SAC,1,latency_30ms,latency_curve,0,1011000,0.0,0.0,30.0,1,0,0,241.7400322882171,1052,990.2075805664062,9.99029541015625,9.99029541015625,19.141204833984375,14.72215500553298,1548.6999612434681,0.6393798704374977,1.5640154565950708,1,city1_4_unseen
HW_GA_SAC,1,latency_30ms,latency_curve,1,1011001,0.0,0.0,30.0,1,0,0,244.9832414466727,1085,928.1395874023438,9.895745277404785,9.895745277404785,11.930450439453125,14.29969308458715,1551.191022638375,0.5983399683577968,1.6712906589619925,1,city1_4_unseen
HW_GA_SAC,1,latency_30ms,latency_curve,2,1011002,0.0,0.0,30.0,1,0,0,237.35124663755576,959,938.2777709960938,9.905289649963379,9.905289649963379,18.568191528320312,15.10501928933594,1449.0890810813928,0.6474948871299875,1.544413739593353,1,city1_4_unseen
HW_GA_SAC,1,latency_30ms,latency_curve,3,1011003,0.0,0.0,30.0,1,0,0,248.44356033458797,1132,988.7470092773438,9.862874984741211,9.862874984741211,20.28131103515625,15.428444155218745,1747.009711532048,0.5659653765806818,1.766892536857233,1,city1_4_unseen
HW_GA_SAC,1,latency_30ms,latency_curve,4,1011004,0.0,0.0,30.0,1,0,0,244.02672911584887,1039,961.43798828125,9.837143898010254,9.837143898010254,18.995849609375,14.604321667847437,1517.2951462487638,0.6336525827939479,1.5781518566384216,1,city1_4_unseen
HW_GA_SAC,1,latency_30ms,latency_curve,5,1011005,0.0,0.0,30.0,1,0,0,240.00370161832114,995,967.2930297851562,9.944369316101074,9.944369316101074,19.031280517578125,15.52249949996795,1544.947291089936,0.6261009908647085,1.597186419748193,1,city1_4_unseen
HW_GA_SAC,1,latency_30ms,latency_curve,6,1011006,0.0,0.0,30.0,1,0,0,240.1747592428582,912,871.7806396484375,9.862979888916016,9.862979888916016,19.251358032226562,15.105480470188093,1377.6958208047229,0.6327816536013179,1.5803239463545617,1,city1_4_unseen
HW_GA_SAC,1,latency_30ms,latency_curve,7,1011007,0.0,0.0,30.0,1,0,0,248.19703180327696,1012,879.87158203125,9.9786958694458,9.9786958694458,19.085647583007812,15.262790022395816,1544.7017662759072,0.5696061215444299,1.755599109940392,1,city1_4_unseen
HW_GA_SAC,1,latency_30ms,latency_curve,8,1011008,0.0,0.0,30.0,1,0,0,242.46413472583146,949,885.4984741210938,9.871269226074219,9.871269226074219,18.981689453125,15.37779260718031,1459.9110157488358,0.6065427718324962,1.6486883472022673,1,city1_4_unseen
HW_GA_SAC,1,latency_30ms,latency_curve,9,1011009,0.0,0.0,30.0,1,0,0,247.99719113510795,1067,920.8257446289062,9.984040260314941,9.984040260314941,17.518783569335938,15.18283586956791,1620.0780064675762,0.5683835845884223,1.75937523024019,1,city1_4_unseen
HW_GA_SAC,1,latency_50ms,latency_curve,0,1011000,0.0,0.0,50.0,1,0,0,241.7400322882171,1052,990.2075805664062,9.99029541015625,9.99029541015625,19.141204833984375,14.72215500553298,1548.6999612434681,0.6393798704374977,1.5640154565950708,1,city1_4_unseen
HW_GA_SAC,1,latency_50ms,latency_curve,1,1011001,0.0,0.0,50.0,1,0,0,244.98327863132693,1085,928.1395874023438,9.89600944519043,9.89600944519043,11.930370330810547,14.299690894652072,1551.1907934746973,0.5983400567529756,1.6712904120555134,1,city1_4_unseen
HW_GA_SAC,1,latency_50ms,latency_curve,2,1011002,0.0,0.0,50.0,1,0,0,237.35124511194073,959,938.2777709960938,9.905007362365723,9.905007362365723,18.568191528320312,15.105024166102206,1449.0895725466164,0.6474946675291944,1.5444142633883728,1,city1_4_unseen
HW_GA_SAC,1,latency_50ms,latency_curve,3,1011003,0.0,0.0,50.0,1,0,0,248.4435557540844,1132,988.7470092773438,9.862879753112793,9.862879753112793,20.28131103515625,15.428438267206555,1747.0090633668813,0.5659655865618721,1.7668918813152585,1,city1_4_unseen
HW_GA_SAC,1,latency_50ms,latency_curve,4,1011004,0.0,0.0,50.0,1,0,0,244.02673166901502,1039,961.43798828125,9.837099075317383,9.837099075317383,18.995849609375,14.604320951444352,1517.2950627562682,0.6336526176620739,1.578151769797152,1,city1_4_unseen
HW_GA_SAC,1,latency_50ms,latency_curve,5,1011005,0.0,0.0,50.0,1,0,0,240.00369665921812,995,967.2930297851562,9.94441032409668,9.94441032409668,19.031265258789062,15.522500256677368,1544.9473426020577,0.6261009699890518,1.5971864730020884,1,city1_4_unseen
HW_GA_SAC,1,latency_50ms,latency_curve,6,1011006,0.0,0.0,50.0,1,0,0,240.17474847268306,912,871.7806396484375,9.86309814453125,9.86309814453125,19.251358032226562,15.105480771348404,1377.6958605341933,0.6327816353534007,1.5803239919273453,1,city1_4_unseen
HW_GA_SAC,1,latency_50ms,latency_curve,7,1011007,0.0,0.0,50.0,1,0,0,248.1970210837518,1012,879.87158203125,9.978545188903809,9.978545188903809,19.085647583007812,15.262789912139002,1544.7017759112011,0.5696061179914319,1.7555991208911879,1,city1_4_unseen
HW_GA_SAC,1,latency_50ms,latency_curve,8,1011008,0.0,0.0,50.0,1,0,0,242.46409936801916,949,885.4984741210938,9.871824264526367,9.871824264526367,18.981689453125,15.37779202784075,1459.9109748316441,0.6065427888321813,1.648688300994179,1,city1_4_unseen
